cat,dist
0,2.15128
0,1.28467
0,2.14376
0,0.7541
0,0.17305
0,1.17542
0,1.11735
0,1.86485
0,3.44414
0,3.34898
0,3.27194
0,0.03709
0,2.21331
0,0.70431
0,1.205
0,2.1648
0,2.7085
0,2.22588
0,2.58567
0,4.11776
0,0.40396
0,1.66937
0,1.90026
0,2.15794
0,2.27921
0,1.22705
0,1.77317
0,1.18873
0,0.3476
0,0.22372
0,2.73051
0,5.13357
0,2.40108
0,0.36401
0,2.14689
0,1.05849
0,0.10846
0,0.19038
0,2.74676
0,0.96841
0,5.0765
0,5.46578
0,0.23037
0,0.11076
0,2.86078
0,0.80436
0,1.40801
0,1.35684
0,0.64683
0,0.09219
0,3.19023
0,0.37895
0,2.11876
0,0.06028
0,0.89116
0,2.6632
0,0.62783
0,2.686
0,1.81594
0,1.80711
0,2.20236
0,3.31973
0,0.16481
0,0.58906
0,1.2261
0,0.64642
0,2.212
0,2.17327
0,1.5192
0,1.16333
0,0.28103
0,0.53176
0,1.47468
0,1.47867
0,5.41488
0,1.16851
0,0.76623
0,0.32625
0,3.07163
0,0.23862
0,0.76109
0,1.69237
0,0.48134
0,0.55749
0,1.43384
0,0.30553
0,0.06624
0,0.87431
0,0.88485
0,0.03894
0,0.4563
0,1.63278
0,1.30172
0,2.35156
0,1.48215
0,0.81859
0,1.71077
0,0.2915
0,0.25615
0,0.48538
0,4.52674
0,0.36149
0,1.57994
0,0.92972
0,3.06539
0,0.42542
0,3.66134
0,1.6835
0,0.60239
0,3.86958
0,3.25609
0,0.00386
0,1.32979
0,2.2217
0,1.04468
0,0.40226
0,0.30018
0,0.89636
0,1.19363
0,0.14453
0,0.23258
0,0.2156
0,2.39492
0,3.41276
0,0.37616
0,0.86503
0,0.75649
0,0.12678
0,0.48594
0,0.74475
0,0.74283
0,4.50209
0,1.44884
0,0.10944
0,2.45465
0,0.04344
0,0.69945
0,0.00068
0,1.52715
0,1.7863
0,3.31817
0,0.68539
0,0.59145
0,1.39452
0,0.75734
0,0.08404
0,0.90463
0,5.21802
0,1.13229
0,4.07983
0,1.66181
0,1.85727
0,3.17343
0,1.0341
0,7.04891
0,1.80206
0,6.33316
0,1.62908
0,3.76349
0,1.9195
0,0.37524
0,0.00961
0,1.94889
0,0.1006
0,0.27206
0,0.22923
0,0.54698
0,2.68166
0,1.08753
0,2.32429
0,7.19667
0,1.92574
0,1.28188
0,0.71072
0,3.40288
0,0.54439
0,2.65019
0,1.96392
0,3.29281
0,3.03616
0,3.90523
0,0.01312
0,0.49864
0,2.02104
0,1.51114
0,1.77152
0,1.77603
0,3.31854
0,0.78004
0,0.78184
0,0.85825
0,1.24295
0,1.25701
0,3.57948
0,4.27444
0,6.64206
0,1.83751
0,0.73596
0,3.51058
0,2.57111
0,0.89073
0,2.38184
0,0.1437
0,1.93968
0,2.5693
0,4.79498
0,0.93368
0,1.61157
0,3.66096
0,4.3224
0,1.23946
0,0.34772
0,2.25321
0,1.48534
0,1.82815
0,2.20305
0,0.1444
0,0.8597
0,3.98818
0,0.58883
0,1.76815
0,1.02992
0,0.56993
0,1.03069
0,2.48973
0,2.87486
0,0.46094
0,0.06467
0,4.99606
0,1.52946
0,0.73433
0,0.93779
0,4.4858
0,1.24441
0,3.74795
0,5.79579
0,0.85154
0,1.24181
0,1.3435
0,2.46329
0,2.74881
0,1.33891
0,0.96315
0,0.57447
0,1.05978
0,0.4612
0,0.90329
0,2.4591
0,4.62161
0,1.27329
0,1.61253
0,3.57479
0,4.30314
0,0.94548
0,0.59214
0,1.69295
0,1.72773
0,1.70911
0,0.43651
0,0.6332
0,0.37486
0,2.11512
0,1.09087
0,0.8291
0,5.93117
0,2.56771
0,0.0653
0,1.23124
0,5.61268
0,0.1031
0,5.46155
0,5.57094
0,2.55798
0,1.1122
0,1.16405
0,4.00431
0,0.23846
0,2.29765
0,0.69851
0,2.62014
0,0.15072
0,6.38983
0,0.83078
0,5.55855
0,0.71363
0,2.92175
0,0.15276
0,0.06607
0,0.77677
0,1.95558
0,0.29284
0,1.39962
0,3.73055
0,2.21354
0,0.38307
0,0.91148
0,0.02072
0,3.34269
0,1.41219
0,3.73905
0,1.38392
0,0.09059
0,1.00034
0,0.49136
0,1.99534
0,1.39981
0,0.45356
0,3.64061
0,0.33683
0,1.02417
0,1.34019
0,0.30593
0,2.13724
0,0.47939
0,0.93675
0,1.51977
0,1.13336
0,1.4176
0,5.12459
0,1.46602
0,3.43862
0,1.92205
0,0.56674
0,0.61543
0,0.07503
0,1.01655
0,1.2795
0,1.68039
0,0.73701
0,1.92283
0,1.38454
0,1.44614
0,0.41886
0,1.02059
0,0.62625
0,0.06809
0,2.28736
0,1.43075
0,0.12604
0,1.42555
0,0.0033
0,0.64978
0,0.69998
0,5.01486
0,1.7185
0,1.48484
0,0.26368
0,0.56912
0,1.7498
0,2.84567
0,0.39874
0,0.88929
0,4.70349
0,2.11025
0,5.63571
0,1.43227
0,1.63
0,0.33822
0,0.3059
0,1.26671
0,1.3609
0,0.73266
0,0.19683
0,4.13002
0,4.24767
0,1.39456
0,3.4053
0,0.38178
0,0.48926
0,6.07345
0,3.50237
0,1.86225
0,0.97698
0,0.22336
0,3.805
0,2.39148
0,5.52118
0,1.08885
0,0.3857
0,2.22295
0,2.18353
0,1.76536
0,0.24047
0,1.31762
0,0.15905
0,1.2125
0,0.64758
0,0.66302
0,2.09808
0,3.99555
0,3.96393
0,0.28249
0,0.35278
0,4.46956
0,0.11537
0,0.67497
0,0.41325
0,3.38685
0,0.84127
0,1.92521
0,2.67126
0,0.95795
0,0.56199
0,2.22462
0,0.34761
0,0.33873
0,1.74608
0,0.4411
0,3.74409
0,0.15955
0,2.45518
0,1.09038
0,3.04591
0,0.41262
0,0.93565
0,0.23723
0,5.71752
0,1.13401
0,2.69393
0,0.19665
0,0.99956
0,2.85417
0,3.53686
0,2.11311
0,1.27489
0,3.32541
0,0.45356
0,0.84461
0,0.03808
0,1.52655
0,0.37924
0,0.43243
0,1.92462
0,0.24002
0,0.17702
0,5.60609
0,2.20701
0,2.20732
0,1.49862
0,0.11194
0,0.45796
0,1.24596
0,0.48157
0,1.72455
0,0.45897
0,2.04169
0,1.0783
0,0.26331
0,1.73274
0,1.94156
0,0.46662
0,1.13199
0,1.85199
0,2.0804
0,1.04763
0,3.11184
0,0.03454
0,1.62042
0,1.92598
0,0.57346
0,0.02628
0,0.20887
0,2.39236
0,3.33122
0,1.45012
0,0.80351
0,0.62442
0,0.86407
0,3.3647
0,1.79077
0,1.67849
0,0.67743
0,0.93363
0,3.84572
0,0.1369
0,0.72379
0,0.57312
0,5.8715
0,1.61374
0,0.47613
0,3.25947
0,2.08679
0,5.49452
0,0.01528
0,0.72647
0,0.17165
0,0.43316
0,0.25791
0,2.14112
0,2.74348
0,0.97216
0,1.56204
0,5.07015
0,2.14908
0,0.54002
0,1.47626
0,1.72788
0,0.18599
0,4.25652
0,0.81047
0,4.99342
0,0.92649
0,2.32909
0,0.80738
0,1.48959
0,0.93877
0,0.42706
0,5.10267
0,0.17112
0,0.45713
0,0.04072
0,0.80484
0,3.50714
0,2.27174
0,0.29622
0,0.38586
0,4.91089
0,2.3639
0,0.34876
0,5.22081
0,2.86248
0,4.23591
0,0.19385
0,0.44242
0,0.85341
0,4.74186
0,0.54267
0,4.35078
0,0.29616
0,2.26295
0,0.02366
0,0.78325
0,2.79821
0,0.95458
0,0.98744
0,0.33616
0,1.23942
0,0.90925
0,0.05952
0,0.01271
0,0.95315
0,3.48402
0,0.42792
0,3.39675
0,1.61087
0,1.72008
0,3.58001
0,4.22649
0,0.09725
0,2.38566
0,3.33509
0,1.29343
0,2.18693
0,1.17348
0,1.78992
0,0.0783
0,3.38319
0,1.37671
0,6.08891
0,1.62059
0,1.62914
0,1.01287
0,4.9493
0,3.56766
0,1.81347
0,5.29584
0,1.78582
0,2.59223
0,1.67762
0,1.62217
0,1.29394
0,2.17811
0,3.92269
0,3.45792
0,1.97475
0,4.40282
0,2.90193
0,0.30195
0,1.8894
0,2.46715
0,0.37718
0,4.0327
0,0.96145
0,1.04204
0,0.17469
0,2.23065
0,0.74711
0,1.97862
0,3.68873
0,0.22591
0,2.24376
0,1.31281
0,1.80203
0,1.85265
0,0.33701
0,1.5832
0,4.5787
0,1.28807
0,0.21003
0,0.55694
0,2.00158
0,0.50385
0,2.57846
0,0.71894
0,0.00609
0,3.09321
0,0.88518
0,0.37486
0,0.09928
0,4.54053
0,1.21879
0,1.46391
0,0.18227
0,4.32522
0,2.74765
0,1.31341
0,2.8756
0,0.90581
0,0.21413
0,1.2564
0,1.40457
0,1.90995
0,1.02082
0,0.55808
0,0.47605
0,2.26376
0,0.53746
0,0.30459
0,2.95963
0,3.75478
0,1.96152
0,5.75467
0,0.64697
0,0.06034
0,2.51009
0,0.09897
0,0.85749
0,0.40302
0,0.85427
0,1.49416
0,1.55046
0,5.21265
0,0.37824
0,0.75718
0,0.00576
0,0.70406
0,1.09892
0,0.3001
0,3.7024
0,3.02223
0,1.95076
0,2.32929
0,0.89701
0,0.7635
0,0.28235
0,0.4355
0,0.86929
0,1.35671
0,0.76752
0,0.12678
0,1.98251
0,0.32168
0,1.84103
0,1.40821
0,1.67378
0,2.67089
0,0.06446
0,2.38393
0,0.21585
0,5.63346
0,0.65166
0,2.36407
0,1.97764
0,0.82939
0,3.52843
0,0.10029
0,1.97362
0,0.01235
0,1.3782
0,0.87632
0,1.62304
0,2.86188
0,1.00129
0,0.65529
0,0.69403
0,5.65232
0,2.34095
0,0.64221
0,0.35889
0,0.27594
0,2.13711
0,1.45248
0,0.08136
0,5.35761
0,2.80962
0,0.20508
0,0.1598
0,3.17554
0,1.0918
0,0.09249
0,0.74059
0,2.22267
0,1.67684
0,3.93234
0,0.91992
0,3.38611
0,2.79728
0,1.80157
0,0.83255
0,4.32246
0,1.99775
0,5.86106
0,0.56811
0,3.87333
0,0.72143
0,0.33828
0,1.59908
0,2.72821
0,2.9294
0,0.35922
0,0.92634
0,0.68045
0,1.39435
0,0.44115
0,3.15562
0,1.47356
0,1.08319
0,2.06386
0,0.05742
0,2.25769
0,0.36797
0,2.63645
0,1.30736
0,6.2977
0,0.87904
0,4.4432
0,1.91373
0,2.31538
0,1.3864
0,0.28874
0,1.93859
0,4.81385
0,0.51316
0,1.92682
0,2.71285
0,0.397
0,0.16794
0,3.99109
0,6.01708
0,3.27044
0,1.86432
0,2.25283
0,0.77983
0,2.51163
0,0.97115
0,1.7824
0,1.77303
0,4.92354
0,0.46346
0,1.48936
0,2.98119
0,3.81407
0,3.41878
0,1.87181
0,1.45261
0,0.24585
0,0.48924
0,0.39459
0,2.01746
0,2.07665
0,0.02372
0,4.21844
0,0.50942
0,7.02346
0,1.34463
0,0.7714
0,1.90658
0,3.82854
0,1.70346
0,1.45273
0,0.60887
0,3.97455
0,5.06291
0,2.65841
0,1.27301
0,1.74885
0,0.45663
0,1.09492
0,0.48288
0,0.15619
0,1.94053
0,1.50057
0,1.02039
0,1.18899
0,0.38049
0,4.06057
0,1.53145
0,1.06738
0,0.21258
0,0.83526
0,0.93586
0,1.307
0,0.95238
0,2.25759
0,2.11974
0,4.17661
0,2.6696
0,0.14192
0,0.26074
0,1.07463
0,0.44787
0,0.24021
0,1.28861
0,0.24462
0,0.66961
0,0.16195
0,1.04823
0,0.00292
0,4.12279
0,6.5127
0,1.2737
0,0.99453
0,0.60225
0,0.65243
0,2.07701
0,0.63955
0,0.84631
0,5.25466
0,3.78727
0,1.71757
0,3.68122
0,0.92657
0,2.75735
0,3.22695
0,0.20283
0,1.26989
0,0.40871
0,0.85032
0,0.61373
0,2.35361
0,3.40038
0,1.17258
0,0.4202
0,3.26292
0,0.02999
0,3.16272
0,0.97749
0,0.71547
0,0.83216
0,0.84419
0,1.22913
0,5.62257
0,1.27956
0,1.20994
0,1.69478
0,1.53375
0,2.06738
0,0.37434
0,1.23306
0,0.3734
0,0.33172
0,0.80415
0,1.03366
0,1.52321
0,1.31736
0,0.48593
0,1.7203
0,0.92367
0,1.41867
0,0.68778
0,0.98833
0,2.44611
0,2.8048
0,0.58042
0,2.62778
0,2.00491
0,0.50703
0,1.19662
0,0.46583
0,0.74035
0,2.07188
0,1.41545
0,1.86932
0,0.2424
0,2.10483
0,2.553
0,1.42059
0,2.62429
0,0.34067
0,1.56845
0,2.65373
0,5.10141
0,0.04229
0,0.30047
0,5.45631
0,4.74971
0,1.98626
0,2.33368
0,0.80097
0,1.66063
0,1.74371
0,2.04792
0,0.71501
0,2.73502
0,1.09432
0,0.10135
0,0.87057
0,1.99824
0,3.08975
0,3.11223
0,1.14376
0,0.84914
0,1.14186
0,0.38038
0,0.45459
0,0.3947
0,2.1523
0,5.23501
0,4.20533
0,2.58523
0,4.28167
0,3.51731
0,0.77995
0,2.72523
0,2.29708
0,3.93334
0,1.81659
0,1.28826
0,1.32096
0,2.99902
0,0.24898
0,0.94273
0,1.05714
0,0.20167
0,2.46131
0,1.85984
0,3.05561
0,0.86095
0,2.44996
0,0.46962
0,0.12385
0,1.37587
0,0.0377
0,0.78847
0,0.21163
0,0.44441
0,0.22022
0,0.19464
0,0.33437
0,0.85901
0,1.3014
0,1.50299
0,0.25249
0,2.73806
0,0.92151
0,4.05976
0,0.66098
0,0.13161
0,2.59738
0,2.01244
0,0.3551
0,0.16368
0,1.31937
0,1.30094
0,0.02709
0,0.62296
0,0.95279
0,1.88361
0,1.81543
0,1.30626
0,0.51076
0,0.78328
0,0.5357
0,3.15705
0,1.69147
0,0.90001
0,2.51246
0,4.30578
0,1.93883
0,2.06024
0,0.70119
0,2.52582
0,0.28122
0,0.29535
0,1.33667
0,0.04197
0,3.42546
0,4.41623
0,0.20651
0,0.90734
0,0.47501
0,0.81462
0,3.86797
0,2.24058
0,3.42724
0,1.81534
0,1.43387
0,0.51526
0,1.23307
0,1.84365
0,0.32486
0,0.87231
0,2.65034
0,0.28465
0,2.62423
0,0.91397
0,0.25491
0,2.42056
0,3.18457
0,1.38929
0,0.28796
0,0.80316
0,3.78167
0,1.87667
0,4.11264
0,2.62452
0,0.85472
0,0.58478
0,1.44112
0,3.79119
0,0.21655
0,0.28927
0,3.10458
0,0.52431
0,3.31237
0,1.55807
0,0.31575
0,1.43474
0,0.23281
0,0.41255
0,1.52606
0,0.68737
0,4.24598
0,0.27342
0,1.23705
0,1.20131
0,2.16442
0,0.32521
0,5.15595
0,1.13698
0,1.3514
0,0.13099
0,2.05713
0,1.24215
0,1.62565
0,0.86668
0,0.01857
0,0.02468
0,6.03518
0,3.3552
0,3.7686
0,1.20694
0,2.64121
0,2.77117
0,4.22798
0,2.42494
0,0.47606
0,1.28777
0,0.81925
0,1.0033
0,0.17502
0,2.57127
0,3.13725
0,0.30644
0,0.31496
0,1.72079
0,0.58954
0,0.03033
0,0.57945
0,1.60484
0,2.54186
0,0.89495
0,6.49884
0,0.18223
0,3.1952
0,0.88729
0,0.22029
0,2.23602
0,2.11475
0,6.87118
0,5.41406
0,1.96636
0,4.97748
0,0.26677
0,0.37297
0,2.24522
0,1.26304
0,2.11462
0,0.04599
0,3.06401
0,0.09818
0,0.68684
0,1.81784
0,0.67254
0,0.01609
0,0.32089
0,1.1693
0,6.15263
0,1.19006
0,2.84939
0,0.01987
0,1.58391
0,1.28515
0,0.23301
0,1.36895
0,0.46019
0,0.73802
0,2.07378
0,0.01158
0,2.18327
0,1.04083
0,1.88065
0,1.2396
0,2.11731
0,2.16488
0,0.6061
0,0.34064
0,1.29369
0,1.87433
0,0.19623
0,0.42101
0,5.35858
0,0.57777
0,0.9149
0,1.1837
0,0.26737
0,2.25819
0,0.376
0,5.63059
0,0.8962
0,2.58922
0,0.30228
0,1.78321
0,0.6541
0,1.68124
0,0.42784
0,0.88927
0,1.65584
0,2.73186
0,1.68483
0,0.81091
0,3.70642
0,0.86236
0,0.96843
0,1.00399
0,0.74413
0,6.6575
0,0.92472
0,0.40469
0,0.11848
0,0.80788
0,2.35609
0,2.41383
0,0.38816
0,0.55998
0,6.24029
0,0.30447
0,1.1941
0,0.48596
0,1.72904
0,0.17969
0,3.16277
0,5.16392
0,0.5387
0,0.57572
0,4.75368
0,1.43043
0,0.81066
0,1.34254
0,2.49448
0,0.68519
0,0.76732
0,3.6996
0,0.37954
0,2.43113
0,0.71499
0,1.74262
0,0.07668
0,4.09833
0,0.56213
0,5.63584
0,1.16729
0,1.2744
0,1.54151
0,1.00223
0,6.55934
0,0.06645
0,0.7556
0,0.10304
0,0.24056
0,1.66889
0,3.24031
0,0.28361
0,2.18353
0,2.10761
0,2.11861
0,4.53079
0,3.85735
0,4.34559
0,2.13099
0,0.8401
0,1.49092
0,2.59445
0,1.72901
0,0.89485
0,2.81208
0,0.9244
0,0.57673
0,0.44517
0,6.31726
0,2.61119
0,0.4475
0,1.90493
0,2.12284
0,1.36633
0,0.25838
0,0.32646
0,2.34855
0,1.82794
0,0.17667
0,3.93799
0,1.21671
0,0.51294
0,2.24095
0,1.83759
0,0.79248
0,0.02215
0,2.34851
0,1.26505
0,4.74532
0,0.33438
0,0.44278
0,1.4453
0,0.70783
0,0.63573
0,1.59848
0,1.59666
0,1.1889
0,1.69203
0,0.13829
0,0.77961
0,0.11771
0,1.86692
0,1.22498
0,5.97382
0,2.52452
0,5.59194
0,3.20752
0,1.00959
0,3.47236
0,0.61017
0,0.18138
0,0.49762
0,0.33866
0,0.68646
0,0.35879
0,0.95098
0,3.62424
0,3.5562
0,5.44266
0,0.54069
0,0.34046
0,2.96572
0,0.2547
0,1.65038
0,1.3728
0,1.72012
0,0.22907
0,2.30099
0,3.57755
0,1.22099
0,1.6918
0,2.56866
0,2.73918
0,1.36726
0,5.6341
0,0.53876
0,1.94842
0,2.87863
0,0.15243
0,1.06494
0,0.69302
0,2.69982
0,1.03138
0,5.12587
0,1.40226
0,1.16723
0,0.8688
0,1.13767
0,0.13088
0,1.78669
0,3.75148
0,0.1436
0,2.27044
0,1.04612
0,1.38464
0,0.64376
0,1.11698
0,0.47604
0,0.43431
0,2.84456
0,6.78472
0,2.01522
0,1.39076
0,0.95226
0,2.01369
0,1.15863
0,6.80053
0,2.87785
0,3.26164
0,0.5198
0,2.05252
0,0.53689
0,0.97222
0,0.17412
0,1.08982
0,0.78082
0,0.59736
0,2.78195
0,2.61044
0,1.27826
0,0.01827
0,2.21779
0,1.41555
0,2.47408
0,0.77993
0,0.00012
0,0.09773
0,1.87088
0,2.31868
0,1.78126
0,0.45617
0,1.27499
0,0.45166
0,2.75026
0,0.34852
0,0.52731
0,0.29245
0,0.92735
0,0.65274
0,5.83662
0,2.07348
0,2.62806
0,0.36444
0,1.48108
0,0.05592
0,0.57511
0,0.40111
0,3.2589
0,0.69245
0,1.31596
0,3.26827
0,0.01501
0,0.14976
0,2.09025
0,4.06845
0,1.25018
0,0.96166
0,3.44852
0,0.45673
0,0.87669
0,0.52825
0,5.1524
0,6.32443
0,0.16811
0,0.26846
0,3.06432
0,0.39278
0,1.38035
0,0.33019
0,0.77984
0,1.54783
0,6.75177
0,0.35738
0,0.14371
0,0.99206
0,3.16951
0,0.17231
0,2.63919
0,0.27666
0,0.49399
0,2.10977
0,0.83903
0,0.35157
0,3.45911
0,2.44187
0,3.05573
0,1.75782
0,0.28297
0,0.06572
0,1.0701
0,1.58472
0,1.83439
0,0.77577
0,0.60373
0,1.08809
0,0.30611
0,0.74835
0,0.05191
0,1.27092
0,0.23488
0,0.25809
0,0.51127
0,1.53742
0,1.04918
0,2.43073
0,2.82072
0,1.49924
0,6.51405
0,2.16062
0,1.42898
0,0.51789
0,0.79658
0,3.63024
0,1.79746
0,2.23862
0,0.60982
0,1.93324
0,2.61586
0,1.15946
0,1.43428
0,1.1836
0,2.58566
0,2.268
0,0.33372
0,0.03022
0,2.37396
0,0.78753
0,6.20072
0,0.5356
0,5.32986
0,0.00956
0,0.04905
0,2.78039
0,3.93492
0,0.60538
0,0.34059
0,1.3241
0,0.60597
0,1.71412
0,4.02833
0,3.11508
0,0.04227
0,0.76372
0,0.65103
0,5.42071
0,1.25518
0,2.41095
0,1.55219
0,0.34972
0,6.00958
0,1.18987
0,0.28361
0,2.38579
0,0.00986
0,1.34991
0,5.77266
0,0.41481
0,0.74655
0,3.34398
0,0.2194
0,0.77616
0,0.25437
0,1.31113
0,2.4847
0,2.02655
0,1.65892
0,1.95651
0,3.62928
